"Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"Shoes","Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes","Amazon Customer","Reviewed in Mexico on October 3, 2024","5.0 out of 5 stars","Fue un regalo de aniversario para mi esposo le gustaron mucho dice que son cómodos al pisar amortiguan el peso, le gustó también que vienen bien armados cocidos sin detalles que los haga ver feos, muy estéticos, a mí me gustó mucho el color, y la textura, los pedí gris 🩶 me encanta un 10 de 10",5,NA
"Shoes","Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes","Laboss","Reviewed in France on November 12, 2024","","",5,NA
"Shoes","Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes","Daniel","Reviewed in Spain on October 27, 2024","Great shoes for our Europe trip, so comfortable","Très confortable avec la semelle à mémoire de forme",5,NA
"Shoes","Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes","Daniel","Reviewed in the United Kingdom on September 25, 2024","5.0 out of 5 stars","",5,NA
"Shoes","Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes","Jack","Reviewed in the United States on August 14, 2024","","Confortáveis",5,NA
"Shoes","Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes","Jack","Reviewed in the United States on December 1, 2024","Awesome, lightweight, inexpensive, shoes that travel well","",5,NA
"Shoes","Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes","LGC","Reviewed in the United States on September 22, 2024","5.0 out of 5 stars","These shoes are fantastic, great price, super comfortable and look really good You can slip them on and give a very good business casual look, give you a bit of a hight too. 100% satisfied",5,NA
"Shoes","Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes","HB","Reviewed in the United States on September 9, 2024","","Rather than my husband always wearing sneakers with chinos or jeans I came across these Bruno Marc’s.The appearance, reviews and number of buyers is what persuaded me to buy the them over the other brands.He tried them on today but hasn’t worn them so this review is a first impression. I may come back in late September to let you know if there were any negatives about the wear.The shoe out of the box is impressive. Lightweight casual dress. The material of the upper shoe has some type of elastacine (sp) that gives it some stretch/give when you walk. They are breathable which is important to him.I’m not sure if they will stretch overtime but if they do, a tightening of the shoe strings should provide more support.The inner soul is removable for anyone who wears orthotics. My husband does, but after trying them on with and without, he said the foot bed is comfortable enough he may not need the orthopedics for times that he won’t be doing much walking.The shoe laces are a tightly woven fabric over elastic and they hold firmly when tied. The shoe soul is rubberized material, is lightweight and provides for a comfortable sneaker like feel.He buys sizes 8 but his true size is 7.5. He said his toes still have about 1/2” to the end of the shoe and the toe box is very roomy. He likes that because some shoes squeeze his forefoot. No pain in these.We purchased the navy and the color is beautiful.I tried them on and I would be very comfortable wearing them.At this point, we have to give them a 5 star rating. Even though we can’t speak to the performance at this time, we believe they are a good value for the price and construction . This is a good looking shoe.",5,NA
"Shoes","Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes","Amazon Customer","Reviewed in the United States on October 27, 2024","Fit great, look nice","These sneakers are great. I bought them for a trade show and put 40k steps on them over three days, right out of the box. They are light, breathe well, and comfortable. Fit true to size and look great. For the price, you can’t beat them.",4,NA
"Shoes","Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes","Richard W. Vetterli","Reviewed in the United States on November 18, 2024","5.0 out of 5 stars","I have yet to wear these out, but from initial trials they seem comfortable and have plenty of toe room, and even though not a ""wide"" size, they accommodate my orthotic and don't bind in areas where I'm developing age-related foot issues.  They are more stylish than a normal athletic shoe while having the comfort of one. A couple drawbacks I'll learn to live with: This style, in a longer size, really exaggerates how long they look on the foot. It would help if they had some vertical details/stitching along the upper part to break that long plane from laces to toe. I am a woman who must often go to men's shoes to get the length I need, and while many styles are interchangeable with a woman's version; this one, because of that long stretch of uninterrupted fabric does make me self-conscious about how big my foot looks. The other issue for me is the bright white sole. It is difficult to find a comfortable shoe with a coordinating sole color. The white looks OK on this and keeps them from becoming too oxford-like, but I fear the white will soon be stained by the elements. I bought these to look a little more dressy with dress slacks, and since I can no longer wear leather uppers, these will be fine, and the length should seem less dramatic once there's a pant's cuff. breaking up the total length.  I purchased these for the reasonable price on a shoe I won't wear often. I think they will prove to be exactly what I need: a more dressy looking shoe with the comfort of a sneaker.",5,NA
"Shoes","Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes","Angela Sullivan","Reviewed in the United States on December 5, 2024","","These have to be about the most comfortable shoes I have ever owned.  Just returned from a two-week Europe trip with LOTS of walking.  These shoes are light and airy.  Great support and looked great for the entire trip. I have very wide feet and these fit great. One disclaimer however, I did replace the stock insoles with some Dr. Scholls walking insoles.  The original insoles were great, but I wanted to add just a little more support before testing them out for two-weeks in Europe.  I also brought a pair of NB walking shoes on the trip but never wore them as these were so much lighter and more comfortable.  When I got home, I immediately ordered another pair in a different color.  Five stars",5,NA
"Shoes","adidas Women's Vl Court 3.0","Kelly","Reviewed in the United States on November 30, 2024","5.0 out of 5 stars","My kid was begging for these shoes and I finally gave in, they are super cheap for what they are and I honesty want them for myself. The quality is great, she wears them in PE and outside playing, true to size and the style is great for any outfit. The color doesn’t ware or tare and they aren’t very heavy while walking. Great purchase!",5,NA
"Shoes","adidas Women's Vl Court 3.0","Amazon Customer","Reviewed in the United States on November 1, 2024","","These sneakers are super comfortable and look good with jeans, leggings or even a casual dress.  They do run about a half size big.  I am usually a size 8 but went with a 7 1/2 after reading reviews and so glad I did.  Still roomy and comfortable.",5,NA
"Shoes","adidas Women's Vl Court 3.0","Julie Huff","Reviewed in the United States on November 16, 2024","Cute and comfy shoes","I absolutely love these shoes. Very high-quality perfect value for the moneyThe comfort is perfect and they are true to size. I always worry about flat shoes since I have a high arch, but my feet are so comfortable with or without socks.They are so trendy I’m gonna buy more colors!",5,NA
"Shoes","adidas Women's Vl Court 3.0","Kerry S","Reviewed in the United States on November 18, 2024","5.0 out of 5 stars","I love these - they’re stylish and comfortable and make me feel like I’m not 100 years old but also not trying to be 20. I wish the shoestrings weren’t quite so long - I have to double knot them and they’re still pretty long even with the knot.",4,NA
"Shoes","adidas Women's Vl Court 3.0","DannyMom","Reviewed in the United States on October 28, 2024","","This shoe is very cute and confortable. It does make your feet feel a bit wider, but I have no problem with it that. It’s also on the heavy side, and it doesn’t have the most flexible sole, so I don’t recommend it for very long walks. It does look very nice with shorts, dresses or pants, and it’s built well. Fair value for a great quality shoe!Quick shipping also tops it up! Buy it!",5,NA
"Shoes","adidas Women's Vl Court 3.0","Tonia Hollis","Reviewed in the United States on November 25, 2024","A great casual shoe","The shoes look great, comfy just runs big. I’m a 7.5/8. Normally I’ll purchase 8s for close toe shoes after reading the reviews I did a 7.5 I still have room in the toe area and it spills up just a little. Maybe they’ll fit better with socks",5,NA
"Shoes","adidas Women's Vl Court 3.0","Melissa McCrosky","Reviewed in the United States on November 28, 2024","5.0 out of 5 stars","These shoes are so cute and versatile! I want to love them! BUT right out of the box I am not finding them to be comfortable at all. In face they’re a bit painful. The top doesn’t flex when walking so it feels like it’s trying to remove my big toe at about the halfway point.  I suffered through day 1 hoping that I was breaking them in. They’re too cute to give up on yet… I’ll keep you posted.",3,NA
"Shoes","adidas Women's Vl Court 3.0","Rdezi","Reviewed in the United States on November 28, 2024","","I got these to replace a different brand that I had worn out.  I wear them to work and they feel great on my feet.  The heel has great cushioning and I love that around the bottom isn’t white.  I ordered my normal size and they fit perfect.",5,NA
"Shoes","adidas Women's Vl Court 3.0","Amazon Customer","Reviewed in Canada on December 3, 2024","Awesome shoes!","Comfy and classy",5,NA
"Shoes","adidas Women's Vl Court 3.0","Marilynn","Reviewed in Canada on November 14, 2024","4.0 out of 5 stars","Love the fit and color. Great price!",5,NA
"Shoes","adidas Women's Vl Court 3.0","Amazon Customer","Reviewed in Canada on November 11, 2024","","Fit perfect for size. Fun to wear. Classic style.",5,NA
"Shoes","adidas Women's Vl Court 3.0","Donna Gail Finch","Reviewed in Canada on November 5, 2024","Fun sneakers","Well made good fit comfortable Was well worth the long wait to arrive It’s my go to walking shoe",5,NA
"Shoes","adidas Women's Vl Court 3.0","Michelle","Reviewed in Canada on October 28, 2024","5.0 out of 5 stars","These shoes are comfortable, cute, and a perfect alternative to other expensive shoes on the market (sambas). Love them",5,NA
"Shoes","adidas Women's Vl Court 3.0","Kelly","Reviewed in the United States on November 30, 2024","","My kid was begging for these shoes and I finally gave in, they are super cheap for what they are and I honesty want them for myself. The quality is great, she wears them in PE and outside playing, true to size and the style is great for any outfit. The color doesn’t ware or tare and they aren’t very heavy while walking. Great purchase!",5,NA
"Shoes","adidas Women's Vl Court 3.0","Amazon Customer","Reviewed in the United States on November 1, 2024","Double C kind of item - Cute and Confy!","These sneakers are super comfortable and look good with jeans, leggings or even a casual dress.  They do run about a half size big.  I am usually a size 8 but went with a 7 1/2 after reading reviews and so glad I did.  Still roomy and comfortable.",5,NA
"Shoes","adidas Women's Vl Court 3.0","Julie Huff","Reviewed in the United States on November 16, 2024","5.0 out of 5 stars","I absolutely love these shoes. Very high-quality perfect value for the moneyThe comfort is perfect and they are true to size. I always worry about flat shoes since I have a high arch, but my feet are so comfortable with or without socks.They are so trendy I’m gonna buy more colors!",5,NA
"Shoes","adidas Women's Vl Court 3.0","Kerry S","Reviewed in the United States on November 18, 2024","","I love these - they’re stylish and comfortable and make me feel like I’m not 100 years old but also not trying to be 20. I wish the shoestrings weren’t quite so long - I have to double knot them and they’re still pretty long even with the knot.",4,NA
"Shoes","adidas Women's Vl Court 3.0","DannyMom","Reviewed in the United States on October 28, 2024","Runs big","This shoe is very cute and confortable. It does make your feet feel a bit wider, but I have no problem with it that. It’s also on the heavy side, and it doesn’t have the most flexible sole, so I don’t recommend it for very long walks. It does look very nice with shorts, dresses or pants, and it’s built well. Fair value for a great quality shoe!Quick shipping also tops it up! Buy it!",5,NA
"Shoes","adidas Women's Vl Court 3.0","Tonia Hollis","Reviewed in the United States on November 25, 2024","3.0 out of 5 stars","The shoes look great, comfy just runs big. I’m a 7.5/8. Normally I’ll purchase 8s for close toe shoes after reading the reviews I did a 7.5 I still have room in the toe area and it spills up just a little. Maybe they’ll fit better with socks",5,NA
"Shoes","adidas Women's Vl Court 3.0","Melissa McCrosky","Reviewed in the United States on November 28, 2024","","These shoes are so cute and versatile! I want to love them! BUT right out of the box I am not finding them to be comfortable at all. In face they’re a bit painful. The top doesn’t flex when walking so it feels like it’s trying to remove my big toe at about the halfway point.  I suffered through day 1 hoping that I was breaking them in. They’re too cute to give up on yet… I’ll keep you posted.",3,NA
"Shoes","adidas Men's Daily 4.0 Shoes","xavier","Reviewed in the United States on December 4, 2024","5.0 out of 5 stars","I feel extremely fortunate to have acquired these incredible Adidas Daily 4.0 shoes. From the moment I opened them, I could notice the quality and attention to detail with which they were designed.The first impression was one of positive surprise: the design is contemporary, elegant, and modern. The available colors are wide-ranging and adaptable to any personal style. The material is soft to the touch but resistant and durable.One of the standout features of the Adidas Daily 4.0 is the comfort it offers. I feel comfortable walking long distances, whether in the city or engaging in physical activities. The shoe design fits my foot perfectly, avoiding blisters and discomforts. The sole of the Adidas is resistant and provides excellent traction on wet or slippery surfaces. This allows me to walk with confidence even in adverse weather conditions. The best part is that these shoes are highly versatile and can be used for any occasion: from strolling through the city to engaging in physical activities like running or practicing sports. In summary, I am extremely satisfied with the Adidas Daily 4.0 and I recommend it to anyone looking for a high-quality product with comfort. Don't hesitate to acquire this excellent pair of shoes!",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","xavier","Reviewed in the United States on October 21, 2024","","Comfortable and fit very well. Look really good, Great shoes",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","JeffreyCLeonard","Reviewed in the United States on November 4, 2024","Excelente calidad","Awesome shoes . amazing color. value for money is a no brainer . size was perfect",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","Leon Stoltz","Reviewed in the United States on December 3, 2024","5.0 out of 5 stars","They look nice and are comfy. Classic look and they seem durable.",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","Eu","Reviewed in the United States on November 25, 2024","","These are great but run a little small. They hold up great and look nice with dress pants!",4,NA
"Shoes","adidas Men's Daily 4.0 Shoes","Stacey B.","Reviewed in the United States on November 26, 2024","Love these!","This shoe is comfortable and fits perfectly, it’s easy to clean and also value for money.",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","Yash","Reviewed in the United States on October 12, 2024","5.0 out of 5 stars","Almost everything about it I like. The most I like is it's not heavy on the feet and it givses a very confident feeling at your feet when you have it on. The wuality is excellent and you hardly can step on everything due to the quality of the sole. The price is on the low side and supports the arch very good. I recommend that you buy it without any hesitation.",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","Robby Wielzen","Reviewed in the United States on December 1, 2024","","If you are buying Adidas then you know what to expect, these are great, fit well and comfortable.",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","John Pearce","Reviewed in Canada on October 31, 2024","Looking fresh","Toujours un super look!",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","Benoit Rocheleau","Reviewed in Mexico on October 15, 2024","4.0 out of 5 stars","",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","Oscar Cervantes","Reviewed in Canada on October 16, 2024","","Muy bonitos y cómodos",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","Mr Kerry Moore","Reviewed in Mexico on September 26, 2024","Nice fit","",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","reyk","Reviewed in Canada on October 9, 2024","5.0 out of 5 stars","They are perfect were on sale great quality fit like a glove.  Very pleased",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","D","Reviewed in the United States on December 4, 2024","","Están geniales",4,NA
"Shoes","adidas Men's Daily 4.0 Shoes","xavier","Reviewed in the United States on October 21, 2024","Great shoes","",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","xavier","Reviewed in the United States on November 4, 2024","5.0 out of 5 stars","J'ai acheté 3 paires de couleurs différentes de ce même modèle.Le style et les couleurs sont superbes, je les adore!Toutefois, j'aurais espéré un meilleur confort; il pourrait être mieux avec une semelle intérieur un peu moins raide. Ils sont tout de même assez confortable pour que je les apprécie et les garde!",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","JeffreyCLeonard","Reviewed in the United States on December 3, 2024","","",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","Leon Stoltz","Reviewed in the United States on November 25, 2024","Good quality shoe","I feel extremely fortunate to have acquired these incredible Adidas Daily 4.0 shoes. From the moment I opened them, I could notice the quality and attention to detail with which they were designed.The first impression was one of positive surprise: the design is contemporary, elegant, and modern. The available colors are wide-ranging and adaptable to any personal style. The material is soft to the touch but resistant and durable.One of the standout features of the Adidas Daily 4.0 is the comfort it offers. I feel comfortable walking long distances, whether in the city or engaging in physical activities. The shoe design fits my foot perfectly, avoiding blisters and discomforts. The sole of the Adidas is resistant and provides excellent traction on wet or slippery surfaces. This allows me to walk with confidence even in adverse weather conditions. The best part is that these shoes are highly versatile and can be used for any occasion: from strolling through the city to engaging in physical activities like running or practicing sports. In summary, I am extremely satisfied with the Adidas Daily 4.0 and I recommend it to anyone looking for a high-quality product with comfort. Don't hesitate to acquire this excellent pair of shoes!",5,NA
"Shoes","adidas Men's Daily 4.0 Shoes","Eu","Reviewed in the United States on November 26, 2024","5.0 out of 5 stars","Comfortable and fit very well. Look really good, Great shoes",4,NA
"Shoes","adidas Men's Daily 4.0 Shoes","Stacey B.","Reviewed in the United States on October 12, 2024","","Awesome shoes . amazing color. value for money is a no brainer . size was perfect",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","Miguel Guedez","Reviewed in the United States on November 27, 2024","5.0 out of 5 stars","Last month I purchased these Adidas shoes that have completely transformed my daily strolls. These shoes epitomize comfort and style, making every step a dream.Comfort: 🌟🌟🌟🌟🌟 The cushioning in these shoes is unparalleled. The memory foam insoles provide excellent support, molding perfectly to the shape of my feet. I've only used it on the pavement; my feet feel like they're walking on clouds. The arch support is also fantastic, reducing any strain on my feet and lower back.Fit: 🌟🌟🌟🌟🌟 These shoes fit like a glove. The adjustable laces and flexible material ensure a snug yet comfortable fit without any pinching or discomfort.Durability: 🌟🌟🌟🌟 After four weeks of almost daily use, these shoes show no signs of wear and tear. The soles are sturdy and provide excellent grip, even on slippery surfaces. The upper material is breathable yet durable, keeping my feet cool and dry.Style: 🌟🌟🌟🌟🌟 Not only are these shoes incredibly comfortable, but they also look great. The sleek design and variety of color options make them versatile enough to wear with any casual outfit. I've received numerous compliments on them!Overall: 🌟🌟🌟🌟🌟 If you're in the market for a pair of walking shoes that combine comfort, durability, and style, look no further. These Adidas are worth every penny and have made my daily walks something I look forward to. Highly recommended!",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","emilyb","Reviewed in the United States on December 2, 2024","","Got these for my son. True to size. He really likes them and says they feel great! They look nice too. Just as the picture shows. No complaints. We’d buy these again.",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","baron44","Reviewed in the United States on September 18, 2024","The Ultimate Comfort Walking Shoes","So far, I have worn them about a half a dozen times. They seem well-made, attractive and fit very comfortably. I have small wide feet and got the size 9. The Tow box seemed perfectly wide and roomy for me. If they hold up, I’ll probably order another pair. Looks like a very good value for the price.",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","DeBo Mamon","Reviewed in the United States on August 21, 2024","5.0 out of 5 stars","I like the color and there are very comfortable to my feet nice pair of shoes to have in the collection",4,NA
"Shoes","adidas Men's X_PLR Path Sneaker","Me","Reviewed in the United States on November 20, 2024","","got this for my bf and he loves it. Its true to size and the colour is as the photo",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","kenney","Reviewed in the United States on December 3, 2024","Nice!","Great fit and comfortable i use them when coaching",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","zippy","Reviewed in the United States on December 5, 2024","5.0 out of 5 stars","Men's US  10 ?More like a size 9.Comfortable but very  tight in the toe.I'm usually a 9.5, but the 10 is absolutely borderline with very thin socks.I'm not gonna bother returning ,cause it's a hassle.Please bring back quality control.I truly don't understand who's making shoes,boots and gloves . But adult sizing and kids sizing are very different. Men's sizing is more like women's sizes these days :/",3,NA
"Shoes","adidas Men's X_PLR Path Sneaker","Most compatible with my fridge, looks like the original product. Outstanding","Reviewed in the United States on November 6, 2024","","Very nice shoe, so comfortable for my husband that has bone spurs in his heel.",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","Prashant Choudhary","Reviewed in India on November 28, 2024","Quite comfortable","Little small size,but good comfort.",4,NA
"Shoes","adidas Men's X_PLR Path Sneaker","İbrahim","Reviewed in Turkey on November 14, 2024","4.0 out of 5 stars","Kalıbı belki biraz daha büyük olabilirdi. Yine de kaliteli ürün.",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","Oskar","Reviewed in Italy on November 13, 2024","","",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","زينب سلام","Reviewed in Egypt on November 13, 2024","My Adidas","Bellissime e comode",2,NA
"Shoes","adidas Men's X_PLR Path Sneaker","Ernst","Reviewed in Germany on November 12, 2024","5.0 out of 5 stars","",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","Miguel Guedez","Reviewed in the United States on November 27, 2024","","اللون مختلف تماما عن المطلوب",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","emilyb","Reviewed in the United States on December 2, 2024","Great shoe","",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","baron44","Reviewed in the United States on September 18, 2024","5.0 out of 5 stars","Ein schöner sportlicher Schuh",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","DeBo Mamon","Reviewed in the United States on August 21, 2024","","",4,NA
"Shoes","adidas Men's X_PLR Path Sneaker","Me","Reviewed in the United States on November 20, 2024","Nice","Last month I purchased these Adidas shoes that have completely transformed my daily strolls. These shoes epitomize comfort and style, making every step a dream.Comfort: 🌟🌟🌟🌟🌟 The cushioning in these shoes is unparalleled. The memory foam insoles provide excellent support, molding perfectly to the shape of my feet. I've only used it on the pavement; my feet feel like they're walking on clouds. The arch support is also fantastic, reducing any strain on my feet and lower back.Fit: 🌟🌟🌟🌟🌟 These shoes fit like a glove. The adjustable laces and flexible material ensure a snug yet comfortable fit without any pinching or discomfort.Durability: 🌟🌟🌟🌟 After four weeks of almost daily use, these shoes show no signs of wear and tear. The soles are sturdy and provide excellent grip, even on slippery surfaces. The upper material is breathable yet durable, keeping my feet cool and dry.Style: 🌟🌟🌟🌟🌟 Not only are these shoes incredibly comfortable, but they also look great. The sleek design and variety of color options make them versatile enough to wear with any casual outfit. I've received numerous compliments on them!Overall: 🌟🌟🌟🌟🌟 If you're in the market for a pair of walking shoes that combine comfort, durability, and style, look no further. These Adidas are worth every penny and have made my daily walks something I look forward to. Highly recommended!",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","kenney","Reviewed in the United States on December 3, 2024","3.0 out of 5 stars","Got these for my son. True to size. He really likes them and says they feel great! They look nice too. Just as the picture shows. No complaints. We’d buy these again.",5,NA
"Shoes","adidas Men's X_PLR Path Sneaker","zippy","Reviewed in the United States on December 5, 2024","","So far, I have worn them about a half a dozen times. They seem well-made, attractive and fit very comfortably. I have small wide feet and got the size 9. The Tow box seemed perfectly wide and roomy for me. If they hold up, I’ll probably order another pair. Looks like a very good value for the price.",3,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","PeterB","Reviewed in the United States on October 12, 2024","5.0 out of 5 stars","These Adidas sneakers are very very nice. Super comfy  and they look good on. No laces to tie as they slide on. I wear a sz 14-15 so honestly sliding them on doesn't work so well with such a big foot. I use a shoe horn to help get them on to prevent the back of the sneakers from getting squished up. They provide decent support and are very lightweight. They were prime day deal priced for an exceptional value. I bought a sz 14wide(white/black color) and they fit pretty true to size. With the soft material sides and uppers I would expect a bit of stretching for an even more comfy fit. Very pleased and highly recommended.",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Eric","Reviewed in the United States on December 2, 2024","","I'm impressed with the quality since it is a brand-name item. Usually, brand-name items are of lower quality. But this is very comfortable, soft, and durable. I used these on my last cruise. I like them to fit snugly, but I had to size up a bit. They don't slip, and I would say they do stretch after wearing them. The style is great for young people. The price is good for the amazing quality, but the look of the sneakers is just okay. I love it.",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Griff","Reviewed in the United States on December 5, 2024","Comfy and priced right","Really do not have much to add from what others have said. I will agree with the other comments that these do tend to run narrow. So if you were debating between a standard width and a wide width, go wide. I feel the wide width shoe fits more like a standard. If you truly need a wide with shoe, you may not be pleased. This is not nearly as wide as the wide width sports shoes you may receive from New Balance or others. I likely would not purchase this again.",4,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Jim","Reviewed in the United States on November 27, 2024","5.0 out of 5 stars","I've purchased a number of lightweight mesh sneakers, from budget brand Feethits to $100 Allbirds. All are light and comfortable. Nothing beats Allbirds, but these Adidas Lite Racers are almost as comfortable with plenty of arch and ankle support and a wide toe box.  They are slightly heavier, but better quality and will probably outlast the budget brands even for daily jogging.  They look a bit bulkier than in the photos and do take a little effort to slide on. My normal size 10M fit perfectly. Definitely recommend if the price is discounted.",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Tyler Blevins","Reviewed in the United States on October 16, 2024","","These Adidas shoes are fantastic! They are incredibly comfortable with great cushioning that supports my feet during long walks and workouts. The design is sleek and stylish, making them perfect for both athletic activities and casual wear. The quality is top-notch, with durable materials that hold up well over time. Plus, they fit true to size and provide excellent breathability. I’m very impressed with these shoes and would highly recommend them to anyone looking for a reliable and stylish pair of sneakers!",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Shawn V.","Reviewed in the United States on December 1, 2024","Love it.","These are my 2nd pair of these. My first pair lasted about 1-2yrs and are still kicking but have started to wear out. The slip on feature is so nice and comfortable! These shoes are the best. Plus, they don’t cost a ton making them a great deal for the money. I really like the all black color and the laces have just a hint of gray in them to give them a little bit of contrast. I wear 13s in Adidas and 12s in other shoes so these tend to run a little bigger than some other brands.",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","FEVER","Reviewed in the United States on December 5, 2024","4.0 out of 5 stars","Great fit and comfortable. I think it’s really good for sidewalks and around town. I’m not going to be running or hiking in them. Well done, especially for the price $39 on Black Friday.",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Revisor","Reviewed in the United States on November 1, 2024","","So, I'm a huge fan of the adidas lite racer series, you don't have to deal with laces and yet they stay firm on the foot. I wore various generations of them for years and have something to say. 3.0 are still the best in terms of design and fit in my opinion, but they are partially discontinued since the selection is extremely limited on amazon currently, so I had no choice but to find a replacement for them. 7.0's fit is decent, very soft and comfy. One aspect these excel in over previous generations is the outer sole. Lite racer series for a long time suffered from their main flaw, which was that the outer sole erodes very fast, 7.0's actually seem decent in this regard, looks like adidas finally addressed this issue. The single biggest issue with these shoes is quality control. I had to return a couple of them before I got an acceptable pair. There is a significant inconsistency in the way the insole is attached, to the point where another pair may feel quite different when wearing them.",4,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","PRIME Customer","Reviewed in Canada on November 15, 2024","Stylish, comfortable, narrow.","I received my order promptly. I am normally a size nine and a half or ten so I ordered ten. They fit perfect. The day I received them I used them for my daily walk of seven kilometers (5 miles). Very comfortable walk and no blisters or sore feet. I have used them for my walks for about a week now and I have had no problems and find the shoes are very good for this purpose. I like the slip on factor. It is a bit tight to slip in but I got used to it. Well built slip in for sure. Good arch support as well.",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Aimee L","Reviewed in Canada on November 13, 2024","5.0 out of 5 stars","My partner loves these sneakers. He has wide feet so we were concerned that he'd have trouble getting them on but was pleasantly surprised. Not much for traction,  but otherwise great!",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Aimee L","Reviewed in Canada on October 7, 2024","","Very comfortable running shoes / gym shoes,  high quality and wont hurt the bank all that much.Go a size up at a minimum",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Zook","Reviewed in Canada on September 9, 2024","Sturdy, comfortable, good ankle and arch support","Adidas shoes what’s not to like but the price",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Gianfranco Rumeo","Reviewed in Canada on September 7, 2024","5.0 out of 5 stars","Good",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","The product is good but the delivery guy is the worst!!! He just threw my box near our door","Reviewed in the United States on October 12, 2024","","These Adidas sneakers are very very nice. Super comfy  and they look good on. No laces to tie as they slide on. I wear a sz 14-15 so honestly sliding them on doesn't work so well with such a big foot. I use a shoe horn to help get them on to prevent the back of the sneakers from getting squished up. They provide decent support and are very lightweight. They were prime day deal priced for an exceptional value. I bought a sz 14wide(white/black color) and they fit pretty true to size. With the soft material sides and uppers I would expect a bit of stretching for an even more comfy fit. Very pleased and highly recommended.",5,NA
